"customer_id","customer_count","country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label","churn_value","churn_score","cltv","churn_reason"
"4425-OWHWB",1,"United States","California","El Cajon","92019","32.785165, -116.862648",32.785165,-116.862648,"Female","No","No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",19.35,433.75,"No",0,77,5811,NULL
"7892-QVYKW",1,"United States","California","El Cajon","92020","32.79697, -116.969082",32.796970,-116.969082,"Female","No","Yes","Yes",23,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.60,1868.40,"No",0,25,3513,NULL
"9675-ICXCT",1,"United States","California","El Cajon","92021","32.832706, -116.873258",32.832706,-116.873258,"Male","No","Yes","No",72,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",80.80,5728.55,"No",0,75,4689,NULL
"4703-MQYKT",1,"United States","California","Escondido","92025","33.081478, -117.033814",33.081478,-117.033814,"Male","No","No","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.60,390.40,"No",0,22,4562,NULL
"5692-ICXLW",1,"United States","California","Escondido","92027","33.141265, -116.967221",33.141265,-116.967221,"Male","Yes","No","No",31,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.70,2845.15,"No",0,60,3493,NULL
"0602-DDUML",1,"United States","California","Fallbrook","92028","33.362575, -117.299644",33.362575,-117.299644,"Female","No","No","No",57,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",69.75,3894.40,"No",0,38,4487,NULL
"2208-MPXIO",1,"United States","California","Escondido","92029","33.079834, -117.134275",33.079834,-117.134275,"Female","No","Yes","Yes",45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.00,886.40,"No",0,71,5169,NULL
"1960-UYCNN",1,"United States","California","Julian","92036","32.980678, -116.262854",32.980678,-116.262854,"Male","No","No","No",10,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",95.25,1021.55,"No",0,23,4810,NULL
"3190-FZATL",1,"United States","California","Lakeside","92040","32.909873, -116.906774",32.909873,-116.906774,"Male","No","No","Yes",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,268.40,"No",0,71,5770,NULL
"7336-RLLRH",1,"United States","California","Oceanside","92054","33.351059, -117.420557",33.351059,-117.420557,"Male","No","Yes","No",27,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Mailed check",80.85,2204.35,"No",0,51,4732,NULL
"7710-JSYOA",1,"United States","California","Pala","92059","33.384345, -117.072619",33.384345,-117.072619,"Female","No","Yes","Yes",69,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",93.30,6398.05,"No",0,45,5205,NULL
"9885-MFVSU",1,"United States","California","Poway","92064","32.984395, -117.013454",32.984395,-117.013454,"Female","No","Yes","No",35,"No","No phone service","DSL","Yes","No","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",46.35,1662.05,"No",0,46,4577,NULL
"0607-MVMGC",1,"United States","California","Ranchita","92066","33.215251, -116.53633",33.215251,-116.536330,"Male","No","Yes","No",45,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",78.75,3600.65,"No",0,63,2595,NULL
"3365-SAIGS",1,"United States","California","Rancho Santa Fe","92067","33.012751, -117.200617",33.012751,-117.200617,"Female","No","No","No",17,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.55,1329.15,"No",0,59,5564,NULL
"8022-BECSI",1,"United States","California","Santa Ysabel","92070","33.174725, -116.743329",33.174725,-116.743329,"Male","No","No","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.60,422.50,"No",0,37,2203,NULL
"9993-LHIEB",1,"United States","California","Solana Beach","92075","33.001813, -117.263628",33.001813,-117.263628,"Male","No","Yes","No",67,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",67.85,4627.65,"No",0,59,4792,NULL
"0266-CLZKZ",1,"United States","California","San Marcos","92078","33.119028, -117.166036",33.119028,-117.166036,"Female","No","Yes","Yes",67,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",105.65,6717.90,"No",0,59,6383,NULL
"7020-OZKXZ",1,"United States","California","Vista","92084","33.22784, -117.200024",33.227840,-117.200024,"Female","Yes","No","No",9,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",75.50,637.40,"No",0,30,3021,NULL
"3977-QCRSL",1,"United States","California","Warner Springs","92086","33.323705, -116.626907",33.323705,-116.626907,"Female","No","No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.15,117.95,"No",0,66,5020,NULL
"0017-DINOC",1,"United States","California","Rancho Santa Fe","92091","32.99356, -117.207121",32.993560,-117.207121,"Male","No","No","No",54,"No","No phone service","DSL","Yes","No","No","Yes","Yes","No","Two year","No","Credit card (automatic)",45.20,2460.55,"No",0,54,5435,NULL
"7639-OPLNG",1,"United States","California","San Diego","92107","32.741852, -117.243453",32.741852,-117.243453,"Male","No","Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",79.25,5731.85,"No",0,27,5085,NULL
"1492-QGCLU",1,"United States","California","San Diego","92109","32.787836, -117.232376",32.787836,-117.232376,"Male","No","Yes","Yes",53,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",85.70,4616.10,"No",0,36,5957,NULL
"7328-OWMOM",1,"United States","California","San Diego","92111","32.805518, -117.169052",32.805518,-117.169052,"Female","No","No","No",31,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.10,589.25,"No",0,30,3086,NULL
"4418-LZMSV",1,"United States","California","San Diego","92113","32.697098, -117.116587",32.697098,-117.116587,"Male","No","Yes","Yes",13,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",61.80,750.10,"No",0,47,4749,NULL
"5155-AZQPB",1,"United States","California","San Diego","92114","32.707892, -117.05512",32.707892,-117.055120,"Female","No","Yes","Yes",28,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",49.90,1410.25,"No",0,74,5250,NULL
"1087-GRUYI",1,"United States","California","San Diego","92116","32.765299, -117.122565",32.765299,-117.122565,"Male","No","Yes","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.40,743.50,"No",0,65,3756,NULL
"2546-KZAAT",1,"United States","California","San Diego","92119","32.802959, -117.027095",32.802959,-117.027095,"Male","No","Yes","No",52,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",75.40,3865.45,"No",0,59,5211,NULL
"0181-RITDD",1,"United States","California","San Diego","92120","32.807867, -117.060993",32.807867,-117.060993,"Male","No","Yes","Yes",62,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",108.15,6825.65,"No",0,43,5298,NULL
"5989-PGKJB",1,"United States","California","San Diego","92121","32.898613, -117.202937",32.898613,-117.202937,"Female","No","No","No",16,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.25,1340.10,"No",0,65,3511,NULL
"8272-ONJLV",1,"United States","California","San Diego","92123","32.808814, -117.134694",32.808814,-117.134694,"Male","No","No","No",12,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Electronic check",95.70,1184.00,"No",0,41,5527,NULL
"1488-PBLJN",1,"United States","California","San Diego","92124","32.827238, -117.089287",32.827238,-117.089287,"Female","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.85,8477.70,"No",0,33,4055,NULL
"0308-GIQJT",1,"United States","California","San Diego","92126","32.886925, -117.152162",32.886925,-117.152162,"Male","Yes","No","No",71,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",105.75,7382.85,"No",0,54,4921,NULL
"3778-FOAQW",1,"United States","California","San Diego","92127","33.017518, -117.118456",33.017518,-117.118456,"Female","No","Yes","No",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.15,456.85,"No",0,39,3573,NULL
"4452-ROHMO",1,"United States","California","San Diego","92128","33.000269, -117.072093",33.000269,-117.072093,"Female","No","No","No",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.60,331.60,"No",0,38,2722,NULL
"3090-LETTY",1,"United States","California","San Diego","92130","32.957195, -117.202542",32.957195,-117.202542,"Male","No","No","Yes",2,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",60.95,134.60,"No",0,78,3172,NULL
"5349-AZPEW",1,"United States","California","San Diego","92131","32.89325, -117.087091",32.893250,-117.087091,"Female","No","Yes","Yes",5,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.05,125.50,"No",0,24,2071,NULL
"9720-JJJOR",1,"United States","California","San Ysidro","92173","32.555828, -117.040073",32.555828,-117.040073,"Male","No","Yes","No",41,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",60.30,2511.30,"No",0,50,4565,NULL
"8100-HZZLJ",1,"United States","California","Indio","92201","33.713891, -116.237257",33.713891,-116.237257,"Female","No","No","Yes",43,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",63.95,2737.05,"No",0,55,4205,NULL
"8775-ERLNB",1,"United States","California","Indio","92203","33.752938, -116.230055",33.752938,-116.230055,"Male","Yes","Yes","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",74.30,74.30,"No",0,47,2968,NULL
"8309-IEYJD",1,"United States","California","Indian Wells","92210","33.537646, -116.291089",33.537646,-116.291089,"Female","Yes","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.60,70.60,"No",0,25,2576,NULL
"7398-HPYZQ",1,"United States","California","Beaumont","92223","33.946982, -116.977672",33.946982,-116.977672,"Male","No","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",90.55,6404.00,"No",0,23,5007,NULL
"3546-GHEAE",1,"United States","California","Blythe","92225","33.674583, -114.71612",33.674583,-114.716120,"Male","No","No","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.45,165.35,"No",0,42,2600,NULL
"7361-YPXFS",1,"United States","California","Brawley","92227","33.03933, -115.191857",33.039330,-115.191857,"Female","Yes","No","No",28,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",64.45,1867.60,"No",0,37,3820,NULL
"6557-BZXLQ",1,"United States","California","Cabazon","92230","33.929812, -116.76058",33.929812,-116.760580,"Male","Yes","No","No",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,1043.30,"No",0,63,5610,NULL
"2550-QHZGP",1,"United States","California","Calexico","92231","32.690654, -115.431225",32.690654,-115.431225,"Male","No","No","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.50,128.60,"No",0,71,4271,NULL
"7519-JTWQH",1,"United States","California","Calipatria","92233","33.143826, -115.497485",33.143826,-115.497485,"Female","No","No","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.50,7455.45,"No",0,33,4803,NULL
"2538-OIMXF",1,"United States","California","Cathedral City","92234","33.829583, -116.474131",33.829583,-116.474131,"Female","No","No","Yes",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.70,24.70,"No",0,55,3065,NULL
"8543-MSDMF",1,"United States","California","Coachella","92236","33.680031, -116.171678",33.680031,-116.171678,"Male","No","No","No",3,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",77.40,206.15,"No",0,24,5528,NULL
"1170-SASML",1,"United States","California","Desert Hot Springs","92240","33.948558, -116.516976",33.948558,-116.516976,"Female","No","Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",85.40,5869.40,"No",0,62,5976,NULL
"4872-JCVCA",1,"United States","California","Desert Hot Springs","92241","33.832799, -116.250973",33.832799,-116.250973,"Female","No","Yes","No",71,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",47.60,3377.80,"No",0,22,4795,NULL
"5346-BZCHP",1,"United States","California","Earp","92242","34.137742, -114.36514",34.137742,-114.365140,"Female","No","Yes","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.40,1346.20,"No",0,57,6408,NULL
"2038-LLMLM",1,"United States","California","El Centro","92243","32.770393, -115.60915",32.770393,-115.609150,"Female","No","No","No",48,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",103.85,4946.05,"No",0,78,4304,NULL
